,Num,Dnum,ROICoarseness,ROIContrast,ROIBusyness,ROIComplexity,ROIStrength,LLLCoarseness,LLLContrast,LLLBusyness,LLLComplexity,LLLStrength,LLHCoarseness,LLHContrast,LLHBusyness,LLHComplexity,LLHStrength,LHLCoarseness,LHLContrast,LHLBusyness,LHLComplexity,LHLStrength,LHHCoarseness,LHHContrast,LHHBusyness,LHHComplexity,LHHStrength,HLLCoarseness,HLLContrast,HLLBusyness,HLLComplexity,HLLStrength,HLHCoarseness,HLHContrast,HLHBusyness,HLHComplexity,HLHStrength,HHLCoarseness,HHLContrast,HHLBusyness,HHLComplexity,HHLStrength,HHHCoarseness,HHHContrast,HHHBusyness,HHHComplexity,HHHStrength
27,28,35,0.004529,0.607514,0.041954,51650.054309,22.23098,0.005183,0.524443,0.036224,45868.521391,26.552935,0.003473,0.591137,0.032213,71935.529295,14.909881,0.003362,0.612963,0.032726,75151.076629,14.795513,0.002886,0.822716,0.039252,92013.470152,12.595311,0.003501,0.467771,0.032589,58119.611553,15.397431,0.003246,0.659422,0.037019,66735.981725,11.823648,0.00323,0.678123,0.034508,76722.751042,13.256956,0.002862,0.721173,0.042639,80267.756956,11.603113
28,29,36,0.000279,0.971814,0.785362,72320.83809,1.655347,0.000294,0.91876,0.728635,70474.112261,1.780024,0.000232,0.765271,0.46942,92241.757838,1.002921,0.000241,0.727982,0.449334,88722.70639,1.037282,0.000219,0.777282,0.509499,98173.045786,0.937117,0.000234,0.742034,0.475555,91308.582729,1.004912,0.000217,0.733461,0.493838,98178.799077,0.942523,0.000223,0.758196,0.486789,96606.681653,0.955161,0.000214,0.643505,0.498221,95950.508121,0.961555
29,30,37,0.001504,0.44383,0.08199,57421.926268,8.112525,0.001599,0.394527,0.074692,53535.288168,8.695457,0.001052,0.698276,0.101185,93586.295541,4.803538,0.00109,0.576025,0.092007,86788.398346,5.165401,0.001033,0.703778,0.104989,98147.984843,4.738081,0.001101,0.60456,0.09629,89706.217168,5.148182,0.00101,0.789262,0.109894,98999.205012,4.406167,0.001057,0.544165,0.098851,85778.146475,4.856429,0.001035,0.507382,0.097161,89063.764142,4.989193
30,31,38,0.002657,0.611082,0.033926,62712.241757,14.937017,0.00278,0.616548,0.032492,59300.545379,15.634367,0.001981,0.802966,0.056328,96756.294668,9.091127,0.002123,0.719179,0.052599,85494.39666,9.613849,0.001938,0.838766,0.059405,100311.699433,8.554422,0.002051,0.783727,0.055843,92380.952144,9.078445,0.001918,0.875118,0.060889,96658.913421,8.062457,0.002003,0.746834,0.055275,92678.026915,8.845326,0.001866,0.963339,0.070215,95464.458674,7.454702
31,32,39,0.000636,0.701364,0.306778,47092.250082,3.342108,0.00067,0.692785,0.290324,44950.622753,3.499123,0.00035,0.709435,0.309018,91022.274092,1.566256,0.000373,0.640103,0.286176,84234.942304,1.683016,0.00033,0.796556,0.339246,99317.333577,1.430395,0.000366,0.654858,0.29485,87004.207783,1.627428,0.000327,0.764108,0.334002,99309.887762,1.433376,0.000345,0.682848,0.309745,93523.764365,1.51058,0.000322,0.688031,0.33695,98273.043814,1.44706
32,33,1001,0.000208,0.468582,0.699735,48304.851215,1.130681,0.000286,0.333242,0.469431,33558.816868,1.478901,0.000183,0.490593,0.603473,58558.280088,0.850549,0.000164,0.495109,0.6311,64398.302734,0.744823,0.000139,0.635601,0.794802,80017.409821,0.60166,0.000158,0.55008,0.665251,68335.754863,0.703745,0.000138,0.651818,0.80391,81428.577347,0.59038,0.000134,0.682443,0.819542,84398.516118,0.56628,0.000123,0.730423,0.899784,92219.326498,0.522869
33,34,1002,0.00093,0.367197,0.119252,41900.455956,4.87782,0.001296,0.267606,0.083795,30731.357449,6.96536,0.000714,0.47213,0.155609,60931.796937,3.43217,0.000604,0.520984,0.178323,70318.390535,2.865816,0.000548,0.661957,0.201087,85430.025494,2.443348,0.000576,0.576344,0.187521,77883.867347,2.678363,0.000536,0.651953,0.204846,85374.061767,2.348779,0.000513,0.681064,0.212819,90526.034442,2.301954,0.000493,0.73796,0.225513,96139.94761,2.172037
34,35,1003,0.000932,0.286803,0.116269,41331.809835,5.515868,0.00134,0.20018,0.080505,28938.948289,7.855,0.000763,0.430802,0.138828,59379.708923,3.705633,0.000621,0.499234,0.164987,73272.443524,3.000194,0.000575,0.600076,0.186998,82950.806209,2.619989,0.00062,0.529594,0.167544,74348.929752,2.949977,0.000569,0.611072,0.188662,84314.818942,2.575542,0.000567,0.596395,0.185228,85002.369922,2.544533,0.000533,0.658901,0.200151,91937.166381,2.365405
35,36,1004,0.002695,0.526675,0.03863,45501.023052,14.07926,0.00365,0.451755,0.028127,36167.008841,19.517566,0.002027,0.408021,0.053672,58099.577159,10.246177,0.001802,0.513215,0.059076,68047.835542,8.698727,0.001578,0.63709,0.068378,81858.66068,7.145348,0.001577,0.635562,0.070004,80651.901988,7.590252,0.001452,0.66535,0.075742,89953.007301,6.624616,0.00147,0.702409,0.075585,89522.690178,6.596695,0.001386,0.743353,0.083355,88122.664849,5.812557
36,37,1005,0.000911,0.415567,0.128297,50639.342504,4.854469,0.001292,0.288354,0.090518,35229.765557,6.981459,0.000755,0.552348,0.147682,66754.694096,3.567254,0.000654,0.577916,0.170223,75363.978758,3.042785,0.000592,0.722926,0.191546,90006.278378,2.628608,0.000639,0.591779,0.169693,79011.751547,2.983228,0.000573,0.70228,0.195668,91222.757636,2.608422,0.00056,0.796346,0.204723,96308.869847,2.462832,0.000541,0.790927,0.208836,99395.618692,2.381678
37,38,1006,0.001333,0.465704,0.098705,53484.929312,7.011078,0.001882,0.320611,0.069839,34858.91121,9.709683,0.001168,0.55105,0.0985,65829.513384,5.631179,0.000977,0.658626,0.114927,79597.204647,4.48277,0.000888,0.73525,0.131978,87584.822819,3.888787,0.00096,0.680718,0.117584,82526.479558,4.412205,0.000891,0.742607,0.129672,90178.129118,3.921567,0.000864,0.775273,0.133105,93017.585293,3.786435,0.00084,0.760873,0.132281,97110.657789,3.724483
38,39,1007,0.001547,0.249619,0.06899,30269.973869,8.036496,0.00217,0.201154,0.047938,22649.37749,11.401984,0.001068,0.400738,0.097124,55890.356223,5.329525,0.00088,0.501714,0.119103,68777.321428,4.36539,0.000789,0.575969,0.133095,81826.477568,3.615225,0.000826,0.550024,0.130508,75802.247231,3.99102,0.000754,0.632141,0.143083,86181.813084,3.457746,0.000728,0.668072,0.147993,90430.98538,3.297557,0.000701,0.678064,0.154023,93751.558478,3.185176
39,40,1008,0.000745,0.316146,0.141391,38036.256555,3.967159,0.001047,0.266136,0.099201,27940.771901,5.415128,0.00055,0.440435,0.200565,57985.195698,2.736519,0.00046,0.50062,0.22917,69842.288298,2.228722,0.000407,0.633675,0.268236,84317.480622,1.844361,0.000439,0.553424,0.247151,74580.262446,2.101835,0.000389,0.648517,0.283865,88302.2027,1.775424,0.000383,0.66698,0.284636,90111.205518,1.728302,0.000373,0.675112,0.289658,93285.71144,1.660133
40,41,1009,0.004239,0.52031,0.028028,54466.548403,20.921355,0.005775,0.384658,0.020126,40505.467284,29.766422,0.003121,0.820193,0.038735,82458.9015,13.752677,0.003079,0.833715,0.041409,76382.049181,12.843138,0.002744,0.941155,0.045787,94048.620517,11.34594,0.00341,0.608397,0.032228,69287.626173,15.242597,0.00291,0.77424,0.038113,90946.960365,12.604314,0.002997,0.768705,0.040238,79896.181912,12.13643,0.002738,0.930062,0.044101,96289.68675,11.266471
41,42,1010,0.001281,0.662925,0.178032,52409.220942,8.343305,0.001866,0.417902,0.109712,34926.427054,12.073466,0.000882,0.702455,0.123663,83236.919692,4.052645,0.000935,0.670259,0.117296,76243.384651,4.090098,0.000774,0.788895,0.148786,97143.410419,3.437516,0.000927,0.55777,0.112268,76327.618031,4.341599,0.000786,0.763522,0.141154,96442.248752,3.437629,0.00082,0.746812,0.135847,91604.256452,3.584423,0.000755,0.805012,0.148477,101389.56451,3.282786
42,43,1012,0.000822,0.366903,0.139322,44997.821077,4.770567,0.001217,0.246838,0.094258,30069.98213,7.132489,0.000531,0.536045,0.195808,81199.432691,2.555646,0.000577,0.504248,0.180393,74341.830786,2.778921,0.000487,0.649017,0.220083,93439.825753,2.221812,0.000562,0.531083,0.191213,76301.109055,2.708407,0.00048,0.666958,0.223185,94221.173921,2.200264,0.000495,0.67666,0.221632,92667.828109,2.243182,0.000467,0.753429,0.235984,99560.541127,2.072997
43,44,1013,0.001556,0.475324,0.076466,48204.625346,7.477821,0.002128,0.361896,0.056686,34604.499505,10.01797,0.001121,0.608403,0.09928,81056.103998,5.462,0.001188,0.642414,0.095409,77688.603336,5.626897,0.001022,0.648926,0.104244,92942.970154,4.698154,0.001143,0.639823,0.099317,78638.731332,5.206298,0.000986,0.795376,0.11473,96945.957486,4.356007,0.000999,0.783058,0.113892,97832.699434,4.501174,0.000965,0.77759,0.117265,99318.918149,4.256221
44,45,1014,0.00142,0.323898,0.08314,38164.279589,7.989367,0.002059,0.244131,0.057604,26641.613204,11.490868,0.000757,0.608207,0.142122,81295.978657,3.620771,0.000842,0.534578,0.121784,72966.742315,3.960335,0.000702,0.670129,0.15332,92670.675746,3.127353,0.000814,0.554689,0.129527,73358.072423,3.813409,0.000696,0.690699,0.155116,92351.787455,3.10986,0.000732,0.559436,0.142256,84629.661583,3.385589,0.000672,0.680701,0.158747,96693.461324,3.00523
45,46,1015,0.013635,1.471018,0.009312,62319.145979,56.971593,0.014974,1.36256,0.008588,58759.864118,62.909996,0.012461,1.298215,0.016172,56848.198173,46.159926,0.011597,1.309603,0.012768,60545.363796,41.876067,0.009891,1.707087,0.01774,67325.481622,33.045626,0.012116,1.232493,0.014575,51854.132449,40.034007,0.010457,1.460452,0.016142,62301.851698,33.969209,0.009708,1.668761,0.018274,73426.347631,34.04786,0.009113,2.044414,0.023807,80905.526401,31.785801
46,47,1017,0.00561,0.966939,0.037266,59407.02503,26.71625,0.006436,0.934389,0.035874,57129.993842,32.620015,0.005266,0.856413,0.024433,73779.16308,21.12044,0.005063,0.986795,0.025958,76334.212449,20.636629,0.005008,0.870966,0.024639,81380.356001,19.903118,0.004865,1.16794,0.029224,80998.243036,19.166563,0.004799,0.894455,0.02865,71720.251019,17.32734,0.004621,1.091798,0.02669,86381.915604,17.891032,0.004742,0.849608,0.027675,72198.691904,17.87266
47,48,1019,0.001722,0.596243,0.053781,45739.346632,9.571548,0.002319,0.497789,0.039543,36389.3222,13.139723,0.001095,0.554471,0.095824,70191.164289,5.131624,0.001163,0.502891,0.090564,66043.731151,5.523019,0.000991,0.525966,0.099472,79482.925999,4.491494,0.001088,0.466643,0.094572,68716.923562,5.338658,0.000936,0.602564,0.109398,87271.361369,4.183945,0.000982,0.608866,0.105855,83768.980192,4.343792,0.000945,0.572485,0.106194,86734.95123,4.159134
48,49,1020,0.001541,0.545023,0.074465,63104.160052,7.919366,0.001759,0.474424,0.06601,52575.482613,8.834758,0.001242,0.703919,0.090966,83558.592241,5.5003,0.00119,0.702875,0.095798,85517.812661,5.258274,0.001133,0.765144,0.09792,97437.086964,4.915266,0.00121,0.715481,0.09286,87379.364338,5.469765,0.001105,0.694781,0.098013,96154.127256,5.01453,0.0011,0.67987,0.096219,95210.429058,5.032601,0.001094,0.588117,0.094027,93714.777273,5.080129
49,50,1022,0.000733,0.402951,0.157068,50107.773093,3.849136,0.000992,0.298337,0.116349,36899.695517,5.225464,0.000521,0.461998,0.194775,72464.616646,2.55032,0.00055,0.48938,0.191571,70857.59226,2.617535,0.000445,0.589633,0.237258,89486.812487,2.06649,0.000521,0.536865,0.202336,75238.844872,2.467659,0.000455,0.569602,0.227274,87498.50487,2.101199,0.000474,0.651806,0.227877,87869.76366,2.090068,0.000428,0.686734,0.249349,95695.561864,1.92249
50,51,1023,0.00091,0.380596,0.115572,49325.895316,4.993508,0.001319,0.261695,0.079536,34112.345639,7.188646,0.000625,0.544297,0.167908,78636.505097,3.017284,0.000674,0.531931,0.156158,74562.478785,3.162002,0.000576,0.632476,0.182452,89934.735968,2.621947,0.000661,0.49693,0.156687,74816.596716,3.183348,0.000575,0.5109,0.175961,84892.025328,2.690621,0.000592,0.585678,0.175911,86799.235403,2.725849,0.000561,0.601437,0.184185,91811.563444,2.569307
51,52,1024,0.000806,0.583352,0.141789,59453.461766,4.033496,0.001097,0.460747,0.097422,45890.383713,5.700539,0.000629,0.734171,0.18243,87345.916575,2.835965,0.000673,0.702121,0.171494,81897.460381,3.019908,0.000589,0.793108,0.191876,96605.482991,2.541279,0.000644,0.637862,0.170745,82717.536747,2.982514,0.000574,0.790746,0.196545,97722.943627,2.507719,0.000608,0.736098,0.183414,92489.930791,2.641011,0.000558,0.796794,0.20073,100972.41306,2.433988
52,53,1025,0.003123,0.408271,0.034675,45755.931492,17.134126,0.004202,0.304424,0.02567,34541.341012,23.417478,0.002119,0.499671,0.050778,70671.132639,10.263524,0.002283,0.572759,0.048399,70691.483528,10.714584,0.001995,0.571091,0.05112,82388.782191,8.998103,0.002149,0.557197,0.049044,73404.892751,10.666094,0.001786,0.747892,0.063682,90247.877821,7.643433,0.001918,0.681448,0.057577,86519.549602,8.462564,0.001746,0.714748,0.062826,97676.322725,7.81915
53,54,1026,0.000599,0.342551,0.205571,41176.171033,3.213811,0.000813,0.252796,0.150831,30387.668844,4.376869,0.000455,0.450916,0.239584,57116.863527,2.189643,0.000385,0.501171,0.27235,67147.847119,1.824547,0.000336,0.609441,0.318674,81176.054947,1.48945,0.000369,0.530713,0.289942,70555.537307,1.753464,0.000322,0.649366,0.340997,84773.252291,1.449241,0.000324,0.653636,0.33516,85566.83483,1.420876,0.000304,0.697977,0.355236,91987.390748,1.320916
54,55,1027,0.000243,0.596239,0.546033,66079.538577,1.232426,0.000255,0.525561,0.503627,59104.332036,1.274249,0.000179,0.766998,0.618235,98852.384475,0.810426,0.000187,0.729002,0.587509,95371.597922,0.838804,0.000175,0.814281,0.65293,103719.089016,0.77483,0.000184,0.691819,0.601971,95001.006224,0.840885,0.000177,0.740554,0.61825,100512.180231,0.794149,0.000178,0.719694,0.609708,99384.473849,0.806432,0.000173,0.691858,0.636454,101386.798052,0.792565
55,56,1028,0.000683,1.200474,0.364237,78189.116313,4.587346,0.000717,1.068067,0.350742,69135.02362,4.603621,0.000582,0.768779,0.185648,92197.936158,2.54704,0.0006,0.757431,0.183273,89872.008944,2.600244,0.000542,0.826624,0.209745,100516.166494,2.320228,0.000587,0.802541,0.192352,92978.599767,2.504318,0.000533,0.828955,0.207962,101493.315254,2.301638,0.000549,0.79772,0.200529,99268.612136,2.362577,0.000511,0.78341,0.220773,103400.933852,2.276332
56,57,1029,0.00175,0.375065,0.062265,49295.838205,9.259966,0.002347,0.282344,0.046966,36225.806403,12.098984,0.001501,0.466065,0.073006,60972.977739,7.455812,0.001301,0.556298,0.082373,72147.122149,6.285242,0.001131,0.652837,0.09773,86301.657142,5.210597,0.00128,0.587183,0.085871,74799.675662,6.066288,0.0011,0.717186,0.101984,89383.816378,5.068698,0.001071,0.757762,0.107552,91687.802228,4.74665,0.001051,0.745991,0.104743,96014.527775,4.673367
